gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,acctchg,acctstd,acqmeth,adrr,ajex,ajp,bspr,compst,curcd,curncd,currtr,curuscn,final,fyr,ismod,ltcm,ogm,pddur,scf,src,stalt,udpl,upd,apdedate,fdate,pdate,acchg,acco,accrt,acdo,aco,acodo,acominc,acox,acoxar,acqao,acqcshi,acqgdwl,acqic,acqintan,acqinvt,acqlntal,acqniintc,acqppe,acqsc,act,adpac,aedi,afudcc,afudci,aldo,am,amc,amdc,amgw,ano,ao,aocidergl,aociother,aocipen,aocisecgl,aodo,aol2,aoloch,aox,ap,apalch,apb,apc,apofs,aqa,aqc,aqd,aqeps,aqi,aqp,aqpl1,aqs,arb,arc,arce,arced,arceeps,artfs,at,aul3,autxr,balr,banlr,bast,bastr,batr,bcef,bclr,bcltbl,bcnlr,bcrbl,bct,bctbl,bctr,billexce,bkvlps,bltbl,ca,capr1,capr2,capr3,caps,capsft,capx,capxv,cb,cbi,cdpac,cdvc,ceiexbill,ceq,ceql,ceqt,cfbd,cfere,cfo,cfpdo,cga,cgri,cgti,cgui,ch,che,chech,chs,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cld2,cld3,cld4,cld5,clfc,clfx,clg,clis,cll,cllc,clo,clrll,clt,cmp,cnltbl,cogs,cpcbl,cpdoi,cpnli,cppbl,cprei,crv,crvnli,cshfd,cshi,csho,cshpri,cshr,cshrc,cshrp,cshrso,cshrt,cshrw,cstk,cstkcv,cstke,dbi,dc,dclo,dcom,dcpstk,dcs,dcvsr,dcvsub,dcvt,dd,dd1,dd2,dd3,dd4,dd5,depc,derac,deralt,derhedgl,derlc,derllt,dfpac,dfs,dfxa,diladj,dilavx,dlc,dlcch,dltis,dlto,dltp,dltr,dltsub,dltt,dm,dn,do,donr,dp,dpacb,dpacc,dpacli,dpacls,dpacme,dpacnr,dpaco,dpacre,dpact,dpc,dpdc,dpltb,dpret,dpsc,dpstb,dptb,dptc,dptic,dpvieb,dpvio,dpvir,drc,drci,drlt,ds,dt,dtea,dted,dteeps,dtep,dudd,dv,dvc,dvdnp,dvintf,dvp,dvpa,dvpd,dvpdp,dvpibb,dvrpiv,dvrre,dvsco,dvt,dxd2,dxd3,dxd4,dxd5,ea,ebit,ebitda,eiea,emol,emp,epsfi,epsfx,epspi,epspx,esopct,esopdlt,esopnr,esopr,esopt,esub,esubc,excadj,exre,fatb,fatc,fatd,fate,fatl,fatn,fato,fatp,fca,fdfr,fea,fel,ffo,ffs,fiao,finaco,finao,fincf,finch,findlc,findlt,finivst,finlco,finlto,finnp,finrecc,finreclt,finrev,finxint,finxopr,fopo,fopox,fopt,fsrco,fsrct,fuseo,fuset,gbbl,gdwl,gdwlam,gdwlia,gdwlid,gdwlieps,gdwlip,geqrv,gla,glcea,glced,glceeps,glcep,gld,gleps,gliv,glp,govgr,govtown,gp,gphbl,gplbl,gpobl,gprbl,gptbl,gwo,hedgegl,iaeq,iaeqci,iaeqmi,iafici,iafxi,iafxmi,iali,ialoi,ialti,iamli,iaoi,iapli,iarei,iasci,iasmi,iassi,iasti,iatci,iati,iatmi,iaui,ib,ibadj,ibbl,ibc,ibcom,ibki,ibmii,icapt,idiis,idilb,idilc,idis,idist,idit,idits,iire,initb,intan,intano,intc,intpn,invch,invfg,invo,invofs,invreh,invrei,invres,invrm,invt,invwip,iobd,ioi,iore,ip,ipabl,ipc,iphbl,iplbl,ipobl,iptbl,ipti,ipv,irei,irent,irii,irli,irnli,irsi,iseq,iseqc,iseqm,isfi,isfxc,isfxm,isgr,isgt,isgu,islg,islgc,islgm,islt,isng,isngc,isngm,isotc,isoth,isotm,issc,issm,issu,ist,istc,istm,isut,itcb,itcc,itci,ivaco,ivaeq,ivao,ivch,ivgod,ivi,ivncf,ivpt,ivst,ivstch,lcabg,lcacl,lcacr,lcag,lcal,lcalt,lcam,lcao,lcast,lcat,lco,lcox,lcoxar,lcoxdr,lct,lcuacu,li,lif,lifr,lifrp,lloml,lloo,llot,llrci,llrcr,llwoci,llwocr,lno,lo,lol2,loxdr,lqpl1,lrv,ls,lse,lst,lt,lul3,mib,mibn,mibt,mii,mrc1,mrc2,mrc3,mrc4,mrc5,mrct,mrcta,msa,msvrv,mtl,nat,nco,nfsr,ni,niadj,nieci,niint,niintpfc,niintpfp,niit,nim,nio,nipfc,nipfp,nit,nits,nopi,nopio,np,npanl,npaore,nparl,npat,nrtxt,nrtxtd,nrtxteps,oancf,ob,oiadp,oibdp,opeps,opili,opincar,opini,opioi,opiri,opiti,oprepsx,optca,optdr,optex,optexd,optfvgr,optgr,optlife,optosby,optosey,optprcby,optprcca,optprcex,optprcey,optprcgr,optprcwa,optrfr,optvol,palr,panlr,patr,pcl,pclr,pcnlr,pctr,pdvc,pi,pidom,pifo,pll,pltbl,pnca,pncad,pncaeps,pncia,pncid,pncieps,pncip,pncwia,pncwid,pncwieps,pncwip,pnlbl,pnli,pnrsho,pobl,ppcbl,ppegt,ppenb,ppenc,ppenli,ppenls,ppenme,ppennr,ppeno,ppent,ppevbb,ppeveb,ppevo,ppevr,pppabl,ppphbl,pppobl,ppptbl,prc,prca,prcad,prcaeps,prebl,pri,prodv,prsho,prstkc,prstkcc,prstkpc,prvt,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,ptbl,ptran,pvcl,pvo,pvon,pvpl,pvt,pwoi,radp,ragr,rari,rati,rca,rcd,rceps,rcl,rcp,rdip,rdipa,rdipd,rdipeps,rdp,re,rea,reajo,recch,recco,recd,rect,recta,rectr,recub,ret,reuna,reunr,revt,ris,rll,rlo,rlp,rlri,rlt,rmum,rpag,rra,rrd,rreps,rrp,rstche,rstchelt,rvbci,rvbpi,rvbti,rvdo,rvdt,rveqt,rvlrv,rvno,rvnt,rvri,rvsi,rvti,rvtxr,rvupi,rvutx,saa,sal,sale,salepfc,salepfp,sbdc,sc,sco,scstkc,secu,seq,seqo,seta,setd,seteps,setp,siv,spce,spced,spceeps,spi,spid,spieps,spioa,spiop,sppe,sppiv,spstkc,sret,srt,ssnp,sstk,stbo,stio,stkco,stkcpa,tdc,tdscd,tdsce,tdsg,tdslg,tdsmm,tdsng,tdso,tdss,tdst,teq,tf,tfva,tfvce,tfvl,tie,tii,tlcf,transa,tsa,tsafc,tso,tstk,tstkc,tstkme,tstkn,tstkp,txach,txbco,txbcof,txc,txdb,txdba,txdbca,txdbcl,txdc,txdfed,txdfo,txdi,txditc,txds,txeqa,txeqii,txfed,txfo,txndb,txndba,txndbl,txndbr,txo,txp,txpd,txr,txs,txt,txtubadjust,txtubbegin,txtubend,txtubmax,txtubmin,txtubposdec,txtubposinc,txtubpospdec,txtubpospinc,txtubsettle,txtubsoflimit,txtubtxtr,txtubxintbs,txtubxintis,txva,txw,uaoloch,uaox,uapt,ucaps,uccons,uceq,ucustad,udcopres,udd,udfcc,udmb,udolt,udpco,udpfa,udvp,ufretsd,ugi,ui,uinvt,ulcm,ulco,uniami,unl,unnp,unnpl,unopinc,unwcc,uois,uopi,uopres,updvp,upmcstk,upmpf,upmpfs,upmsubp,upstk,upstkc,upstksf,urect,urectr,urevub,uspi,ustdnc,usubdvp,usubpstk,utfdoc,utfosc,utme,utxfed,uwkcapc,uxinst,uxintd,vpac,vpo,wcap,wcapc,wcapch,wda,wdd,wdeps,wdp,xacc,xad,xago,xagt,xcom,xcomi,xdepl,xdp,xdvre,xeqo,xi,xido,xidoc,xindb,xindc,xins,xinst,xint,xintd,xintopt,xivi,xivre,xlr,xnbi,xnf,xnins,xnitb,xobd,xoi,xopr,xoprar,xoptd,xopteps,xore,xpp,xpr,xrd,xrdp,xrent,xs,xsga,xstf,xstfo,xstfws,xt,xuw,xuwli,xuwnli,xuwoi,xuwrei,xuwti,exchg,cik,costat,fic,naicsh,sich,cshtr_c,dvpsp_c,dvpsx_c,prcc_c,prch_c,prcl_c,adjex_c,cshtr_f,dvpsp_f,dvpsx_f,mkvalt,prcc_f,prch_f,prcl_f,adjex_f,rank,au,auop,auopic,ceoso,cfoso,add1,add2,add3,add4,addzip,busdesc,city,conml,county,dlrsn,ein,fax,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
117768,1996-12-31,1996,INDL,C,D,STD,NVDA,67066G104,NVIDIA CORP,,DS,,,480.0,480.0,,,USD,USD,1.0,,Y,12,1,,,12,7,88,,,3,,,,0.0,,,,0.041,,,0.041,,,,,,,,,,,,4.278,,,,,,0.0,,,,,0.103,,,,,,,0.025,0.103,0.277,1.945,,,,,0.0,,,0.0,,,0.0,,,,,,,5.525,,,,,,,,,,,,,,,,,0.089,,,,,,12.317,,0.009,0.009,,,,,,1.029,1.029,1.029,,,,,,,,,3.133,3.133,-0.739,,,,,,,,,,,,,,,,,,,,,,,,,,3.038,,,,,,,,11.383,11.567,11.567,11.383,,,,,,,0.012,0.001,0.0,,0.0,0.617,,0.008,,0.0,0.0,0.0,0.0,0.722,,,,,,,,,,,,0.0,,0.0,-3.077,0.722,,0.0,0.0,0.0,0.502,,0.617,0.617,0.0,0.0,0.0,0.802,,,,,,,,,1.48,0.802,,,,,,,,,1.48,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,-2.993,-2.191,,,,-0.27,-0.27,-0.27,-0.27,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.241,2.383,0.0,0.0,0.0,,,,,,,0.0,,,-0.451,,,,,,,,,,,,,0.05,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.077,-3.077,,-3.077,-3.077,,,1.654,,,,,,,,,,0.0,,0.0,0.215,0.0,,,,,,,,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,-0.009,,0.0,0.0,,,,,,,,,,,2.872,2.5,,,3.871,,,,0.0,0.0,,,,,,,,,0.0,,,,,,5.525,,4.488,,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,-3.077,-3.077,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,-0.279,,-2.993,-2.191,-0.27,,,,,,,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,-3.077,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,2.624,,,,,,,,1.144,,2.624,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.008,0.008,0.008,0.008,0.0,0.008,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,-11.3,,0.0,-0.024,0.0,,1.041,0.0,1.041,,,-11.3,,3.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.912,,,,,,,,1.037,,,,,,0.0,-3.109,-0.27,-0.27,0.0,,,,,0.0,0.0,,,,,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407,,,,,,,0.372,,,,,,,,,,0.0,0.0,0.0,,,,,0.084,,0.032,,,,,,,,,,6.103,,0.0,0.0,,,,1.218,2.426,0.408,,3.065,,,,,,,,,,,14,1045810,A,USA,334413,3674,,,,,,,,,,,,,,,,1,6,1,,,,2788 San Tomas Expressway,,,,95051,"NVIDIA Corporation provides graphics and compute and networking solutions in the United States, Taiwan, China, Hong Kong, and internationally.",Santa Clara,NVIDIA Corporation,,,94-3177549,,1,4530,453010,45,45301020,B,DE,USA,334413,408 486 2000,,,1,3674,235,940,A-,CA,0,www.nvidia.com,,1999-01-22
117768,1997-12-31,1997,INDL,C,D,STD,NVDA,67066G104,NVIDIA CORP,,DS,,,480.0,480.0,,,USD,USD,1.0,,Y,12,1,,,12,7,37,,,3,,,,0.0,,,,0.278,,,0.278,,,,,,,,,,,,19.341,,,,,,0.0,,,,,0.162,,,,,,,-0.296,0.162,11.572,11.668,,,,,0.0,,,0.0,,,0.0,,,,,,,25.039,,,,,,,,,,,,,,,,,-0.9144,,,,,,21.763,,2.732,2.732,,,,,,6.888,-12.93,-12.93,,,,,,,,,6.551,6.551,3.418,,,,,,,,,,,,,,,,,,,,,,,,,,21.244,,,,,,,,12.677,14.141,14.141,12.677,,,,,,,0.014,0.001,0.0,,0.0,1.891,,0.009,,0.0,0.0,0.0,0.0,1.434,,,,,,,,,,,,0.0,,0.0,-3.589,1.434,,0.0,0.0,0.0,1.037,,1.891,1.891,0.0,0.0,0.0,1.363,,,,,,,,,2.843,1.363,,,,,,,,,2.843,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,-3.459,-2.096,,,,-0.28,-0.28,-0.28,-0.28,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.225,4.839,0.0,3.315,0.0,,,,,,,0.0,,,7.331,,,,,,,,,,,,,1.081,,,,,,,,0.0,,,,,,,,,,,,,,,,,,7.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.589,-3.589,,-3.589,-3.589,,,8.788,,,,,,,,,,0.0,,0.0,0.267,0.038,0.025,0.0,,,,,0.0,0.025,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,-2.732,,0.0,0.0,,,,,,,,,,,3.245,2.5,,,16.251,,,,0.0,0.0,,,,,,,,,0.0,,,,,,25.039,,18.142,,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,-3.589,-3.589,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,-1.181,,-3.459,-2.096,-0.28,,,,,,,-0.28,,,,,,,,,3.735,,,,1.78,,,,,,,,,,,,,-3.589,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,8.379,,,,,,,,5.536,,8.379,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.009,0.009,19.827,0.009,0.0,19.827,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,-14.889,,0.0,-11.446,0.0,,12.487,0.0,12.487,,,-14.889,,29.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.071,,,,,,,,6.897,,,,,,0.0,-3.694,-0.29,-0.29,0.0,,,,,0.0,0.0,,,,,8.368,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,,,,,,,0.745,,,,,,,,,,0.0,0.0,0.0,,,,,0.13,,0.105,,,,,,,,,,31.167,,0.01,0.01,,,,7.103,1.218,0.425,,9.923,,,,,,,,,,,14,1045810,A,USA,334413,3674,,,,,,,,,,,,,,,,1,6,1,,,,2788 San Tomas Expressway,,,,95051,"NVIDIA Corporation provides graphics and compute and networking solutions in the United States, Taiwan, China, Hong Kong, and internationally.",Santa Clara,NVIDIA Corporation,,,94-3177549,,1,4530,453010,45,45301020,B,DE,USA,334413,408 486 2000,,,1,3674,235,940,A-,CA,0,www.nvidia.com,,1999-01-22
117768,1999-01-31,1998,INDL,C,D,STD,NVDA,67066G104,NVIDIA CORP,,DS,,,480.0,480.0,,,USD,USD,1.0,,Y,1,1,,,12,7,5,,,3,,,,0.0,,,,1.599,,,1.599,,,,,,,,,,,,101.112,,,,,,0.0,,,,,0.57,,,,,,,-1.413,0.57,35.73,22.164,,,,,0.0,,,0.0,,,0.0,,,,,,,113.332,,,,,,,,,,,,,,,,,2.2339,,,,,,73.592,,7.899,7.899,,,,,,64.209,64.209,64.209,,,,,,,,,50.257,50.257,42.273,,,,,,,,,,,1.566,0.692,0.0,0.0,,,,,,,,,,,,109.746,,,,,,,,27.393,28.743,28.743,14.565,0.208,,,,,,0.029,0.001,0.0,,0.0,1.995,,0.0,,0.0,0.0,0.0,0.0,1.386,1.566,0.692,0.0,0.0,,,,,,,,0.0,,0.0,4.13,6.386,5.0,0.0,0.0,0.0,1.848,,1.995,1.995,0.0,0.0,0.0,4.006,,,,,,,,,6.941,4.006,,,,,,,,,6.941,,,,,,0.0,3.381,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,4.516,8.522,,,0.248,0.15,0.15,0.28,0.28,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,14.014,0.475,0.0,4.102,0.0,,,,,,,0.0,,,52.084,,,,,,,,,,,,,2.537,,,,,,,,0.0,,,,,,,,,,,,,,,,,,48.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13,4.13,,4.13,4.13,,,66.204,,,,,,,,,,0.0,,0.0,0.471,-28.102,13.238,0.0,,,,,0.0,28.623,15.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,-7.899,,0.0,0.0,,,,,,,,,,,5.012,0.0,,,47.128,,,,0.0,0.0,,,,,,,,,0.0,,,,,,113.332,,49.123,,0.0,,0.0,0.0,1.716,1.914,1.969,1.801,0.0,7.4,0.0,0.0,,,,,,4.13,4.13,0.0,,,,,,,,,,,0.0,0.0,5.0,,,,,,,,-1.912,,4.516,8.522,0.28,,,,,,,0.15,,,,,,,,,9.056,,,,5.12,,,,,,,,,,,,,4.487,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,18.591,,,,,,,,11.65,,18.591,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,-9.412,0.0,0.0,-5.234,0.0,,20.633,0.0,20.633,,,-9.412,,158.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.237,,,,,,,,64.209,,,,,,0.0,-0.256,-0.01,-0.02,0.0,,,,,0.0,0.0,,,,,48.932,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.538,0.0,,,0.0,0.0,-0.226,0.0,-0.226,0.0,0.0,,,0.538,0.0,0.226,0.226,0.0,0.0,0.045,0.0,,0.0,0.0,0.357,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.984,,,,,,,5.012,,,,,,,,,,0.0,0.0,0.0,,,,,0.029,,4.386,,,,,,,,,,149.715,,0.16,0.3,,,,25.073,7.103,1.555,,39.969,,,,,,,,,,,14,1045810,A,USA,334413,3674,,,,,,,,8925600.0,0.0,0.0,546.117,19.0,23.4375,18.625,480.0,1,6,1,,,,2788 San Tomas Expressway,,,,95051,"NVIDIA Corporation provides graphics and compute and networking solutions in the United States, Taiwan, China, Hong Kong, and internationally.",Santa Clara,NVIDIA Corporation,,,94-3177549,,1,4530,453010,45,45301020,B,DE,USA,334413,408 486 2000,,,1,3674,235,940,A-,CA,0,www.nvidia.com,,1999-01-22
117768,2000-01-31,1999,INDL,C,D,STD,NVDA,67066G104,NVIDIA CORP,,DS,,,480.0,480.0,,,USD,USD,1.0,,Y,1,1,,,12,7,5,,,3,,,,0.0,,,,6.76,,,6.76,,,,,,,,,,,,173.175,,,,,,0.0,,,,,3.189,,,,,,,-8.169,3.189,64.91,28.697,,,,,0.0,,,0.0,,,0.0,,,,,,,202.25,,,,,,,,,,,,,,,,,4.0052,,,,,,95.846,,11.589,11.589,,,,,,124.563,124.563,124.563,,,,,,,,,61.56,61.56,11.303,,,,,,,,,,,0.705,0.418,0.0,0.0,,,,,,,,,,,,235.575,,,,,,,,36.098,31.1,31.1,29.872,0.351,,,,,,0.031,0.001,0.0,,0.0,0.962,,0.0,,0.0,0.0,0.0,0.0,1.786,0.705,0.418,0.0,0.0,,,,,,,,0.0,,0.0,38.098,1.786,-5.0,0.5,0.0,0.0,1.897,,0.962,0.962,0.0,0.0,0.0,9.006,,,,,,,,,15.444,9.006,,,,,,,,,15.444,,,,,,0.0,2.748,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,54.412,63.418,,,0.392,1.06,1.06,1.28,1.28,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,23.439,0.878,0.0,17.013,0.0,,,,,,,0.0,,,7.021,,,,,,,,,,,,,11.29,,,,,,,,0.0,,,,,,,,,,,,,,,,,,138.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.098,38.098,,38.098,38.098,,,125.525,,,,,,,,,,0.0,,0.0,0.322,-9.008,31.185,0.0,,,,,0.0,37.631,6.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,-11.589,,0.0,0.0,,,,,,,,,,,9.529,0.0,,,76.225,,,,0.0,0.0,,,,,,,,,0.5,,,,,,202.25,,77.687,,0.0,,0.0,0.0,2.614,2.722,2.431,0.0,0.0,7.767,0.0,0.0,,,,,,38.098,38.098,0.0,,,,,,,,,,,1.754,1.754,0.0,,,,,,,,15.871,,54.412,63.418,1.28,,,,,,,1.06,,,,,,,,,9.846,,,,10.97,,,,,,,,,,,,,56.166,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,41.33,,,,,,,,25.886,,41.33,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,28.686,0.0,0.0,-54.043,0.0,,67.224,0.0,67.224,,,28.686,,374.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.505,,,,,,,,124.563,,,,,,0.0,30.697,0.85,1.03,0.0,,,,,0.0,0.0,,,,,13.418,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,12.448,0.0,,,0.0,0.0,-3.923,0.0,-4.993,0.0,-1.07,,,11.624,0.0,5.219,5.219,0.0,0.0,10.613,0.0,15.965,0.0,0.824,18.068,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.95,,,,,,,9.529,,,,,,,,,,0.0,0.0,0.0,,,,,,,7.401,,,,,,,,,,311.087,,0.21,0.25,,,,47.439,25.073,2.501,,75.512,,,,,,,,,,,14,1045810,A,USA,334413,3674,128149100.0,0.0,0.0,46.9375,47.4375,16.0,480.0,129517800.0,0.0,0.0,1152.6438,37.0625,48.25,16.0,480.0,1,6,1,,,,2788 San Tomas Expressway,,,,95051,"NVIDIA Corporation provides graphics and compute and networking solutions in the United States, Taiwan, China, Hong Kong, and internationally.",Santa Clara,NVIDIA Corporation,,,94-3177549,,1,4530,453010,45,45301020,B,DE,USA,334413,408 486 2000,,,1,3674,235,940,A-,CA,0,www.nvidia.com,,1999-01-22
117768,2001-01-31,2000,INDL,C,D,STD,NVDA,67066G104,NVIDIA CORP,,DS,,,240.0,240.0,,,USD,USD,1.0,,Y,1,1,,,12,7,8,,,3,,,,0.0,,,,36.741,,,36.741,,,,,,,,,,,,930.409,,,,,,0.0,,,,,38.738,,,,,,,-28.637,38.738,76.535,34.808,,,,,0.0,,,0.0,,,0.0,,,,,,,1016.427,,,,,,,,,,,,,,,,,5.9266,,,,,,277.023,,36.329,36.329,,,,,,405.714,405.714,405.714,,,,,,,,,674.275,698.775,612.715,,,,,,,,,,,0.426,0.004,0.0,0.0,,,,,,,,,,,,460.098,,,,,,,,79.647,68.456,68.456,65.499,0.372,,,,,,0.068,0.001,0.0,,,0.378,,300.0,,0.0,300.0,300.0,0.0,0.588,,,,,,,,,,,,0.0,,0.0,99.937,0.588,,290.838,0.0,0.0,1.782,,300.378,0.378,0.0,0.0,0.0,15.687,,,,,,,,,28.965,15.724,,,,,,,,,28.965,,,,,,0.0,300.966,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,,,,,130.291,145.978,,,0.796,1.25,1.25,1.53,1.53,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.578,,39.915,2.11,0.0,25.642,0.0,,,,,,,200.0,,,605.635,,,,,,,,,,,,,64.225,,,,,,,,0.0,,,,,,,,,,,,,,,,,,275.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.937,99.937,,99.937,99.937,,,706.092,,,,,,21.531,,,,0.0,,0.0,0.16,-52.274,55.184,0.0,,,,,22.906,89.905,11.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,-60.829,,24.5,-24.5,,,,,,,,,,,23.202,0.0,,,110.335,,,,0.0,0.0,,,,,,,,,200.0,,,,,,1016.427,,610.713,,0.0,,0.0,0.0,12.016,21.111,20.268,20.643,21.718,95.756,137.331,0.0,,,,,,99.937,99.937,,,,,,,,,,,,21.525,-0.006,0.0,,,,,,,,67.909,,130.291,145.978,1.53,,,,,,,1.25,,,,,,,,,25.195,,,,20.59,,,,,,,,,,,,,146.964,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,76.245,,,,,,,,47.28,,76.245,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,128.623,0.0,0.0,-38.673,0.0,,104.988,0.0,104.988,,,128.623,,735.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.264,,,,,,,,405.714,,,,,,0.0,54.739,0.69,0.84,0.0,,,,,0.0,0.0,,,,,116.579,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,11.029,0.0,,,0.0,-27.201,-15.866,0.0,-27.201,0.0,-11.335,,,0.0,10.824,32.42,32.42,0.0,0.0,63.199,10.01,0.235,0.0,0.205,47.027,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.074,,,,,,,23.202,,,,,,,,,,0.0,0.0,0.0,,,,,4.852,,45.198,,,,,,,,,,589.286,,0.56,0.69,,,,86.438,47.439,3.127,,129.188,,,,,,,,,,,14,1045810,A,USA,334413,3674,463704400.0,0.0,0.0,32.765625,88.0,17.5,240.0,487820800.0,0.0,0.0,3534.041,51.625,88.0,17.875,240.0,1,6,1,,,,2788 San Tomas Expressway,,,,95051,"NVIDIA Corporation provides graphics and compute and networking solutions in the United States, Taiwan, China, Hong Kong, and internationally.",Santa Clara,NVIDIA Corporation,,,94-3177549,,1,4530,453010,45,45301020,B,DE,USA,334413,408 486 2000,,,1,3674,235,940,A-,CA,0,www.nvidia.com,,1999-01-22
